MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice,pool_avail,alley_avail
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Y,None,None,None,2,WD,Normal,86,13286,2007,2008,340,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,3,768,327,64,0,0,0,0,0,2009,32e4,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,None,Y,None,None,Shed,11,WD,Normal,60,6960,1970,1970,0,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,2,660,96,0,0,0,0,0,500,2009,120500,no,no
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Y,None,None,None,12,WD,Normal,0,21695,1988,2007,260,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,2,540,292,44,0,182,0,0,0,2009,222e3,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,2,WD,Normal,64,7314,2007,2007,82,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2,632,132,0,0,0,0,0,0,2009,194500,no,no
90,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Y,None,None,None,7,COD,Abnorml,85,11475,1958,1958,95,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,3,888,0,25,0,0,0,0,0,2009,11e4,no,no
30,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Y,None,None,None,1,WD,Normal,52,6240,1925,1950,0,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,2,539,0,23,112,0,0,0,0,2009,103e3,no,yes
120,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,3,WD,Normal,39,5389,1995,1996,0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,2,608,237,152,0,0,0,0,0,2010,236500,no,no
80,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Y,None,None,None,5,WD,Normal,73,9590,2003,2003,442,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2,438,160,22,0,0,0,0,0,2007,187500,no,no
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,7,WD,Normal,75,11404,1998,1999,202,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,2,541,192,84,0,0,0,0,0,2008,222500,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Y,None,GdWo,Shed,3,WD,Normal,80,1e4,1961,1983,0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1,264,165,0,0,0,0,0,400,2009,131400,no,no
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Y,None,None,None,5,WD,Family,0,8978,1968,1968,0,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1,300,147,0,0,0,0,0,0,2007,108e3,no,no
75,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,GasW,Fa,N,SBrkr,TA,Typ,TA,N,None,None,None,10,WD,Normal,60,10800,1914,1970,0,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,2,320,0,341,0,0,0,0,0,2006,163e3,no,no
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stone,None,TA,TA,CBlock,None,None,None,None,None,GasA,Gd,N,FuseF,TA,Typ,None,Y,None,None,None,7,WD,Normal,60,8544,1950,1950,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,2006,93500,no,no
60,RL,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Y,None,None,None,6,WD,Normal,72,10463,2005,2005,0,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,3,800,0,116,0,0,0,0,0,2006,239900,no,no
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Y,None,None,None,3,WD,Alloca,60,10800,1987,1988,0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,120,0,0,0,0,0,0,2009,179e3,no,no
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,4,WD,Normal,65,9313,2004,2004,0,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,572,187,56,0,0,0,0,0,2009,19e4,no,no
70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Y,None,GdPrv,None,5,WD,Abnorml,60,9600,1910,2002,0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,2,360,270,0,112,0,0,0,0,2007,132e3,no,yes
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Y,None,GdPrv,None,5,WD,Normal,65,6768,1961,1996,0,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1,288,168,0,0,0,0,0,0,2008,142e3,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Y,None,GdPrv,None,12,WD,Normal,65,8450,2e3,2001,108,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2,539,120,55,0,0,0,0,0,2007,179e3,no,no
80,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min2,TA,Y,None,None,None,10,WD,Normal,70,12886,1963,1999,0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,2,480,302,0,0,0,100,0,0,2009,175e3,no,no
120,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,10,WD,Normal,41,5395,1993,1993,0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,2,462,96,0,70,168,0,0,0,2008,18e4,no,no
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,7,WD,Normal,0,8963,1976,1996,289,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,2,831,0,204,0,0,0,0,0,2008,299800,no,no
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,4,WD,Normal,0,8795,2e3,2e3,0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2,554,224,54,0,0,0,0,0,2009,236e3,no,no
70,RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,None,Gd,TA,Stone,TA,Fa,No,Unf,Unf,GasW,TA,N,SBrkr,Gd,Typ,Gd,N,None,None,None,5,WD,Normal,65,11700,1880,2003,0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,4,864,181,0,386,0,0,0,0,2009,265979,no,yes
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,3,WD,Normal,59,10593,1996,1996,338,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,2,527,240,56,154,0,0,0,0,2010,260400,no,no
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,Slab,None,None,None,None,None,Wall,TA,N,FuseF,TA,Mod,None,N,None,None,None,4,WD,Normal,50,8405,1945,1950,0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1,240,92,0,185,0,0,0,0,2009,98e3,no,no
50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Min2,None,N,None,None,None,6,WD,Normal,55,8800,1910,2004,0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0,0,0,160,0,0,0,0,0,2010,96500,no,yes
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,8,WD,Normal,0,7750,2003,2003,0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,0,0,2007,162e3,no,no
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,7,WD,Normal,79,9236,1997,1997,0,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,2,576,168,27,0,0,0,0,0,2006,217e3,no,no
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Gd,Y,None,None,None,3,WD,Normal,80,10240,2005,2005,178,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,192,52,0,0,0,0,0,2006,275500,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,Y,None,None,None,7,WD,Normal,61,7930,1969,2005,0,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,2,440,171,48,0,0,0,0,0,2009,156e3,no,no
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Y,None,None,None,3,WD,Normal,34,3230,1999,1999,894,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,0,0,2009,172500,no,yes
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,4,WD,Normal,68,10769,2007,2007,0,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,578,144,105,0,0,0,0,0,2009,212e3,no,no
60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Y,None,GdPrv,None,4,WD,Abnorml,0,11616,1978,1978,328,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,2,440,335,0,0,0,0,0,0,2010,158900,no,no
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Y,None,None,None,8,WD,Normal,24,2280,1999,1999,360,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,2008,179400,no,yes
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Y,None,None,None,11,WD,Normal,65,12257,1995,1995,513,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,2007,29e4,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Y,None,None,Shed,10,WD,Normal,70,9100,1959,1959,0,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,1,300,0,0,0,0,0,0,450,2009,127500,no,no
30,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,None,Y,None,None,None,10,WD,Normal,60,6911,1924,1950,0,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,2009,1e5,no,no
60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,6,Con,Normal,72,8640,2009,2009,0,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2,614,169,45,0,0,0,0,0,2010,215200,no,no
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Y,None,None,None,7,WD,Normal,82,9430,1999,1999,673,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,3,856,0,128,0,0,180,0,0,2009,337e3,no,no
120,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Y,None,None,None,4,WD,Normal,30,9549,1995,1996,0,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,2,481,0,30,0,0,216,0,0,2006,27e4,no,no
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Y,None,None,None,8,New,Partial,75,14587,2008,2008,284,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,0,174,0,0,0,0,0,2008,264132,no,no
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Y,None,MnPrv,Shed,3,WD,Normal,80,10421,1988,1988,42,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,2,496,228,66,156,0,0,0,500,2010,196500,no,no
50,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Mod,None,Y,None,None,Shed,7,WD,Normal,75,12508,1940,1985,0,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1,423,245,0,156,0,0,0,1300,2008,16e4,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Y,None,None,None,10,WD,Normal,70,9100,2004,2005,0,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2,484,120,33,0,0,0,0,0,2006,216837,no,no
60,RL,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Mod,Gd,Y,None,None,None,6,WD,Normal,47,53504,2003,2003,603,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,3,841,503,36,0,0,210,0,0,2010,538e3,no,no
85,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Y,None,None,None,4,WD,Normal,0,7252,1982,1982,0,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,0,0,2009,134900,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,TA,Typ,None,Y,None,None,None,4,COD,Normal,67,8877,1951,1951,0,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,0,0,2006,102e3,no,no
80,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Y,None,MnPrv,None,3,WD,Abnorml,94,7819,1976,1976,0,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,2,672,144,0,0,0,0,0,0,2010,107e3,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Y,None,None,None,7,COD,Normal,70,10150,1958,1958,1,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1,275,0,0,0,0,0,0,0,2007,114500,no,no
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Y,None,None,None,7,New,Partial,110,14226,2006,2006,375,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,315,45,0,0,0,0,0,2007,395e3,no,no
120,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Y,None,None,None,6,WD,Normal,32,4500,1998,1998,320,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,2,412,0,247,0,0,0,0,0,2009,162e3,no,no
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Y,None,None,None,7,New,Partial,86,11210,2005,2006,240,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,144,59,0,0,0,0,0,2006,221500,no,no
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Y,None,MnPrv,None,6,WD,Normal,100,13350,1974,1974,0,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,2,440,241,0,0,0,0,0,0,2006,142500,no,no
90,RH,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,TA,Y,None,None,None,10,WD,Normal,60,8400,1977,1977,320,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,2,630,0,0,0,0,0,0,0,2007,144e3,no,no
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Y,None,None,None,5,WD,Normal,78,10530,1977,1977,90,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,2006,135e3,no,no
